agent_id,supplier_id,Destination,Booking date,pax,booking_status,travel_date,coupon_redeem,Coupon Used?,costprice,markup,selling_price
2243,980,Kashmir,2024-08-04,5,Confirmed,2024-09-23,2000,Yes,115701.54077879645,11183.46983872052,124885.01061751696
4706,342,Vietnam,2024-11-01,7,Confirmed,2024-11-10,2000,Yes,280870.0376454985,3846.644686891933,282716.68233239045
2656,778,Kerala,2024-06-03,5,Confirmed,2024-06-12,500,Yes,94308.12821319896,26400.826696532466,120208.95490973143
4559,842,Bali,2024-09-02,7,Canceled,2024-09-22,1000,Yes,287557.33083743305,28976.010439708098,315533.3412771411
1658,243,Vietnam,2024-05-03,3,Confirmed,2024-05-13,2000,Yes,103871.95934795665,30378.929002934066,132250.88835089072
1854,243,Dubai,2024-03-21,1,Canceled,2024-03-28,2000,Yes,27115.87215535577,7182.36170358698,32298.233858942753
2226,312,Kashmir,2024-06-22,2,Failed,2024-06-29,500,Yes,46510.49627913274,1155.4497277235996,47165.94600685634
2141,745,Kashmir,2024-05-06,2,Confirmed,2024-05-16,0,No,47678.67922294135,19834.311692107556,67512.9909150489
2028,353,Bali,2024-06-16,1,Confirmed,2024-07-05,2000,Yes,43381.280560869985,18428.87952792813,59810.16008879812
2952,996,Vietnam,2024-07-21,6,Failed,2024-09-18,500,Yes,217384.466343461,80879.17672603631,297763.6430694973
4181,336,Kerala,2024-11-21,4,Canceled,2024-12-03,500,Yes,71107.1378221393,-390.8534041152944,70216.284418024
3141,298,Dubai,2024-05-07,7,Canceled,2024-06-18,2000,Yes,218518.45938341424,259.10658687947057,216777.5659702937
1480,591,Maldives,2024-01-23,1,Confirmed,2024-02-01,500,Yes,54691.8288231923,13015.903056089712,67207.73187928202
2038,377,Vietnam,2024-01-18,2,Canceled,2024-01-31,500,Yes,75821.45933444976,6354.642477839125,81676.10181228888
4715,798,Bali,2024-02-07,7,Confirmed,2024-04-25,0,No,270005.2189626152,125555.51816094118,395560.7371235564
3710,555,Himachal Pradesh,2024-12-10,7,Confirmed,2024-12-17,1000,Yes,152188.92744801083,-5110.8672075050945,146078.06024050573
4935,381,Dubai,2024-11-11,8,Confirmed,2025-01-03,500,Yes,220655.21047996698,20137.945179130777,240293.15565909774
3480,827,Bali,2024-01-15,10,Failed,2024-03-02,2000,Yes,371238.51975607895,61522.341759699266,430760.86151577823
1171,454,Maldives,2024-11-19,7,Confirmed,2024-12-04,500,Yes,434554.4972853863,116655.58569869686,550710.0829840832
1706,337,Kerala,2024-11-28,6,Confirmed,2024-11-29,2000,Yes,97569.87704468021,23849.33136807961,119419.20841275982
2878,360,Kashmir,2024-09-23,8,Confirmed,2024-10-03,2000,Yes,212664.32783304167,7895.750883135779,218560.07871617744
3577,541,Maldives,2024-02-12,3,Confirmed,2024-02-23,2000,Yes,188765.88230283002,67962.46413933298,254728.346442163
2587,614,Kashmir,2024-02-18,6,Confirmed,2024-03-05,500,Yes,144897.77032992826,59105.80098425144,203503.5713141797
4222,830,Dubai,2024-09-20,1,Failed,2024-12-14,0,No,30329.82896804828,6687.419890933965,37017.248858982246
4981,871,Dubai,2024-02-23,4,Confirmed,2024-03-09,500,Yes,114929.2874878633,788.8527886989588,115218.14027656226
4146,463,Kerala,2024-01-31,6,Confirmed,2024-02-03,2000,Yes,102556.0092668213,30228.10300511745,130784.11227193876
3218,280,Himachal Pradesh,2024-07-19,7,Canceled,2024-07-31,1000,Yes,132750.90119463147,-3722.7556438314273,128028.14555080005
4428,568,Kashmir,2024-05-22,6,Canceled,2024-06-05,500,Yes,151238.33946573618,73491.89144456045,224230.2309102966
3795,495,Kashmir,2024-09-10,3,Failed,2024-09-29,0,No,67549.74674825578,2547.975733431,70097.72248168678
3036,929,Kashmir,2024-04-11,4,Confirmed,2024-04-23,2000,Yes,94567.59505481244,32349.343549827492,124916.93860463993
2351,689,Himachal Pradesh,2024-12-11,10,Confirmed,2024-12-22,1000,Yes,209371.29199678535,77131.10361672181,285502.39561350713
2076,870,Vietnam,2024-07-30,1,Canceled,2024-08-17,500,Yes,38576.463167156646,8412.180771966103,46488.64393912275
1475,883,Kashmir,2024-08-12,7,Confirmed,2024-08-31,500,Yes,185708.50170191348,14996.845252624355,200205.34695453785
1391,649,Vietnam,2024-01-31,2,Confirmed,2024-03-21,500,Yes,77198.83060623534,2740.5416027036676,79439.372208939
3855,983,Kerala,2024-03-20,2,Confirmed,2024-04-03,0,No,33391.25100278961,5864.369117164597,39255.62011995421
1397,833,Kerala,2024-06-29,9,Confirmed,2024-07-10,0,No,177920.58095008828,55975.68062899266,233896.26157908095
2187,466,Vietnam,2024-08-09,8,Confirmed,2024-09-28,1000,Yes,309953.9731990579,15063.948756404221,324017.92195546214
3025,224,Kashmir,2024-09-18,8,Confirmed,2024-10-09,2000,Yes,200023.66702238584,69558.34261164218,267582.009634028
3271,630,Kashmir,2024-02-16,7,Confirmed,2024-03-23,500,Yes,186396.8471559448,90763.2435033479,276660.0906592927
1029,893,Vietnam,2024-02-06,8,Confirmed,2024-02-23,1000,Yes,275280.5311685525,87613.45703606117,361893.9882046137
3971,812,Kerala,2024-10-25,3,Confirmed,2024-10-29,0,No,54591.562400519935,13409.927565629203,68001.48996614914
2763,384,Kerala,2024-03-05,9,Confirmed,2024-03-06,1000,Yes,174948.02125271704,-4866.277431285066,169081.74382143197
1704,643,Maldives,2024-01-07,7,Confirmed,2024-01-21,0,No,428413.6174044224,87261.87090378697,515675.48830820934
2879,795,Kashmir,2024-07-04,6,Canceled,2024-07-24,0,No,142131.43229640563,911.5057440381056,143042.93804044373
4369,995,Bali,2024-04-24,4,Confirmed,2024-05-15,1000,Yes,162071.45205856077,14892.524069135217,175963.976127696
4936,697,Bali,2024-07-01,3,Confirmed,2024-07-09,2000,Yes,113918.4844897408,53313.18984249083,165231.67433223163
3575,207,Himachal Pradesh,2024-06-24,1,Confirmed,2024-07-12,2000,Yes,20757.92747489124,2880.158275747922,21638.085750639162
1551,748,Dubai,2024-04-26,8,Confirmed,2024-05-13,2000,Yes,226244.60612495145,-2087.058191652538,222157.54793329892
2476,709,Vietnam,2024-07-19,2,Confirmed,2024-07-31,0,No,74301.96686136082,13385.727749399965,87687.69461076078
2660,319,Bali,2024-03-10,5,Failed,2024-05-15,1000,Yes,208855.89936677346,-3914.2659066920346,203941.63346008142
1772,467,Kashmir,2024-07-06,7,Confirmed,2024-09-14,500,Yes,158900.60516954432,12826.638308337227,171227.24347788154
1798,267,Thailand,2024-02-27,8,Confirmed,2024-03-02,2000,Yes,278836.66898185486,100789.39089389105,377626.0598757459
1120,639,Himachal Pradesh,2024-05-15,4,Confirmed,2024-07-13,1000,Yes,87007.57284906761,2913.492324737495,88921.06517380511
1856,290,Maldives,2024-06-07,4,Confirmed,2024-06-15,500,Yes,237147.54006215074,31756.37547486898,268403.9155370197
2045,912,Vietnam,2024-01-02,6,Canceled,2024-01-10,0,No,239996.19969605294,118843.1688811591,358839.36857721204
3639,745,Kerala,2024-12-01,5,Confirmed,2024-12-10,500,Yes,84141.9172617025,15650.049910002666,99291.96717170517
2266,246,Vietnam,2024-10-12,4,Confirmed,2024-10-14,2000,Yes,156416.34698804404,-2334.1029817632693,152082.24400628076
4274,205,Himachal Pradesh,2024-12-13,4,Confirmed,2024-12-28,0,No,73620.91965248475,1666.8605272625966,75287.78017974735
1840,730,Maldives,2024-10-22,7,Confirmed,2024-11-04,500,Yes,408394.1792966987,27182.449909702966,435076.6292064017
4246,514,Maldives,2024-07-22,10,Canceled,2024-07-23,0,No,541874.5244420667,152603.6959996413,694478.220441708
3487,268,Thailand,2024-06-22,6,Confirmed,2024-07-25,1000,Yes,221178.8575779556,46340.75665338964,266519.61423134524
2605,845,Himachal Pradesh,2024-12-16,6,Confirmed,2024-12-25,0,No,115336.931116863,49745.00150461242,165081.93262147543
4614,908,Kashmir,2024-02-29,4,Confirmed,2024-04-05,500,Yes,102103.67476275592,42520.92476015689,144124.59952291282
2586,796,Himachal Pradesh,2024-10-05,3,Canceled,2024-10-23,2000,Yes,56047.88962906461,22075.575037357372,76123.46466642198
1077,567,Maldives,2024-06-29,9,Confirmed,2024-09-11,2000,Yes,505522.2436780697,196709.40225764076,700231.6459357104
3244,643,Vietnam,2024-10-23,9,Confirmed,2024-11-09,1000,Yes,337115.29385364044,16857.568863445165,352972.86271708563
4052,237,Vietnam,2024-05-13,2,Confirmed,2024-05-28,1000,Yes,78596.94737071192,38831.309709909554,116428.25708062146
2028,791,Kerala,2024-01-15,7,Confirmed,2024-03-06,500,Yes,134510.27829693322,11659.717706048252,145669.99600298147
1150,312,Kerala,2024-04-04,9,Canceled,2024-04-20,2000,Yes,173273.68930672764,40638.757456680476,211912.4467634081
2971,821,Maldives,2024-10-26,1,Canceled,2024-11-04,500,Yes,57546.824097957695,26857.5565558114,83904.3806537691
4155,589,Maldives,2024-12-12,4,Confirmed,2024-12-29,2000,Yes,223746.7494379629,-10760.095288851771,210986.65414911113
3493,572,Bali,2024-01-05,2,Confirmed,2024-03-27,0,No,77112.96180974208,20006.63735649558,97119.59916623766
1809,832,Kashmir,2024-06-28,7,Failed,2024-07-17,1000,Yes,185397.84131479668,77324.23811372144,261722.07942851813
1136,939,Kerala,2024-09-13,1,Canceled,2024-09-28,2000,Yes,17316.096165831103,8249.16857857497,23565.26474440607
4642,963,Dubai,2024-02-18,9,Failed,2024-03-06,1000,Yes,286981.4198223213,-4944.855724920656,281036.56409740064
4665,717,Himachal Pradesh,2024-03-07,2,Confirmed,2024-03-20,2000,Yes,43408.05737013224,7710.457054738766,49118.514424871006
4585,832,Thailand,2024-03-25,7,Confirmed,2024-04-13,500,Yes,236427.59708489483,109220.0222683402,345147.619353235
3448,869,Vietnam,2024-11-08,3,Confirmed,2024-11-20,500,Yes,111033.87572464887,44045.36943198183,154579.2451566307
2252,631,Dubai,2024-08-17,9,Confirmed,2024-08-27,1000,Yes,251505.5289795246,7297.889654025923,257803.41863355052
4736,884,Kashmir,2024-02-09,1,Confirmed,2024-02-25,1000,Yes,24585.55522936668,6952.665392495498,30538.22062186218
3673,421,Thailand,2024-09-23,3,Canceled,2024-10-14,1000,Yes,109680.38315285344,41216.65673330993,149897.03988616337
3937,791,Thailand,2024-10-23,5,Canceled,2025-01-09,0,No,186971.32077147235,84481.60907963848,271452.92985111085
2684,472,Bali,2024-09-22,6,Confirmed,2024-11-18,500,Yes,260648.6836936254,-5031.393283656459,255117.29040996896
2027,456,Kerala,2024-01-31,10,Confirmed,2024-02-14,500,Yes,182062.08237348203,-9057.141765176575,172504.94060830545
4876,574,Kashmir,2024-05-18,6,Confirmed,2024-06-03,2000,Yes,138721.6784736325,2731.606163609455,139453.28463724194
1807,728,Thailand,2024-04-09,10,Confirmed,2024-04-28,2000,Yes,356921.9967286421,59843.482690215715,414765.4794188578
4549,916,Bali,2024-10-10,7,Confirmed,2024-10-20,2000,Yes,297943.0508931814,7893.5039276242605,303836.5548208057
3478,543,Himachal Pradesh,2024-11-23,2,Confirmed,2024-11-26,2000,Yes,37682.97617990953,16714.556331739765,52397.53251164929
4068,732,Bali,2024-05-29,10,Confirmed,2024-08-13,500,Yes,433199.09613611444,58764.755064536264,491463.8512006507
1172,465,Himachal Pradesh,2024-05-12,4,Confirmed,2024-05-23,0,No,79316.42925127732,14779.670323341425,94096.09957461875
3766,231,Vietnam,2024-07-04,7,Confirmed,2024-07-12,2000,Yes,254739.3219968132,39855.17676320904,292594.4987600222
1263,841,Bali,2024-05-29,4,Failed,2024-06-12,2000,Yes,163892.88564401114,19142.78464553972,181035.67028955085
2218,957,Kashmir,2024-06-05,6,Confirmed,2024-06-25,0,No,146970.41056113914,60012.05888994106,206982.4694510802
4742,769,Maldives,2024-04-17,2,Confirmed,2024-04-29,500,Yes,120353.2211863273,20475.90070722682,140329.1218935541
1541,584,Dubai,2024-05-09,7,Confirmed,2024-06-08,0,No,222318.62309221103,88355.17981015898,310673.80290237
4283,640,Kashmir,2024-10-08,6,Confirmed,2024-10-28,500,Yes,164643.46315222478,2506.3491656531623,166649.81231787795
1353,629,Maldives,2024-09-16,8,Confirmed,2024-09-23,500,Yes,514668.13538372755,116399.27146111277,630567.4068448404
4242,785,Himachal Pradesh,2024-06-28,6,Confirmed,2024-08-13,0,No,114410.0511995561,40215.28257721131,154625.3337767674
4026,245,Kerala,2024-04-25,6,Confirmed,2024-05-06,1000,Yes,101796.062502904,4611.312762343138,105407.37526524713
4938,606,Maldives,2024-01-30,4,Confirmed,2024-02-15,0,No,247601.79934970307,80146.04768830279,327747.8470380058
2760,942,Bali,2024-07-21,7,Confirmed,2024-08-06,500,Yes,284404.6457581789,-2990.2899680249934,280914.3557901539
3328,536,Maldives,2024-05-30,1,Confirmed,2024-06-12,2000,Yes,62245.12076640591,21971.624241531463,82216.74500793737
4854,503,Himachal Pradesh,2024-06-06,5,Confirmed,2024-06-16,1000,Yes,99527.49715207548,35606.75629797271,134134.25345004819
3598,493,Dubai,2024-03-12,1,Canceled,2024-03-23,0,No,31098.204405791494,1737.1836424965431,32835.388048288034
3898,745,Kashmir,2024-06-10,5,Confirmed,2024-07-01,500,Yes,127161.98422694442,47147.820020526124,173809.80424747054
2647,612,Kashmir,2024-02-12,4,Confirmed,2024-02-25,0,No,98660.5262506291,797.4671389820371,99457.99338961115
4640,237,Maldives,2024-03-31,8,Confirmed,2024-04-17,2000,Yes,520806.7610595939,154848.41345278887,673655.1745123827
1819,664,Himachal Pradesh,2024-01-12,6,Failed,2024-01-30,500,Yes,113587.75047536421,1964.6152092186749,115052.36568458288
1662,584,Himachal Pradesh,2024-03-29,7,Confirmed,2024-04-15,500,Yes,126988.10960935795,47727.49042575363,174215.6000351116
3203,278,Kashmir,2024-03-03,10,Confirmed,2024-03-23,0,No,244124.00109457938,48686.15488402661,292810.15597860597
2058,570,Kashmir,2024-01-28,7,Canceled,2024-02-09,2000,Yes,186746.49095340053,91929.51857997806,276676.0095333786
1988,980,Bali,2024-09-08,3,Confirmed,2024-09-28,2000,Yes,131202.3345628289,-4107.340461384448,125094.99410144446
2489,900,Thailand,2024-05-06,2,Confirmed,2024-05-16,2000,Yes,71725.4761606742,3067.653803068997,72793.1299637432
3235,808,Maldives,2024-12-12,5,Confirmed,2024-12-29,500,Yes,308190.94324670004,18623.041741630284,326313.98498833034
3434,458,Bali,2024-04-10,6,Confirmed,2024-06-20,500,Yes,228735.48030455093,34403.920039540426,262639.40034409135
4509,517,Vietnam,2024-05-14,7,Failed,2024-06-04,1000,Yes,281125.82146839885,132128.78098288685,412254.6024512857
2356,632,Vietnam,2024-04-20,2,Canceled,2024-04-28,500,Yes,71920.81776978514,13504.817523830645,84925.63529361578
3953,980,Thailand,2024-10-30,1,Confirmed,2024-11-26,0,No,32919.01228203118,13507.980962334352,46426.993244365534
4692,815,Bali,2024-05-04,4,Canceled,2024-06-20,1000,Yes,152609.63606358416,25907.84751619245,177517.4835797766
4304,256,Kerala,2024-05-03,7,Confirmed,2024-07-31,1000,Yes,136001.45227985777,20034.979829949407,155036.43210980718
4066,442,Kashmir,2024-08-18,2,Confirmed,2024-09-01,0,No,52952.780741803996,21621.417538962975,74574.19828076697
1065,230,Kerala,2024-07-20,5,Confirmed,2024-08-02,2000,Yes,91909.81591046673,38088.724172382594,127998.54008284933
4378,455,Maldives,2024-04-12,8,Confirmed,2024-04-21,500,Yes,452873.3201857231,89943.1047274707,542316.4249131938
1060,497,Maldives,2024-08-12,5,Confirmed,2024-10-22,2000,Yes,303826.5553559177,83312.28223783735,385138.8375937551
4851,224,Himachal Pradesh,2024-02-21,10,Confirmed,2024-03-07,500,Yes,205720.22775158496,10490.595241457959,215710.8229930429
1988,376,Maldives,2024-08-06,10,Confirmed,2024-08-21,500,Yes,568448.7215336316,-26957.905804358354,540990.8157292733
4786,519,Himachal Pradesh,2024-08-23,2,Confirmed,2024-11-15,0,No,43656.16784535612,9825.04513838061,53481.212983736725
2144,209,Kerala,2024-10-12,9,Confirmed,2024-11-11,500,Yes,159862.15013253322,180.95777176984336,159543.10790430306
4113,290,Maldives,2024-10-31,5,Confirmed,2024-11-13,1000,Yes,271790.25232107606,131050.12768552355,401840.3800065996
4198,755,Kerala,2024-02-01,7,Canceled,2024-02-18,2000,Yes,129767.41916798097,-6276.267281065379,121491.1518869156
3525,685,Kashmir,2024-12-24,10,Failed,2025-03-17,500,Yes,225538.638197387,-4334.885607407902,220703.7525899791
1601,652,Bali,2024-03-27,4,Confirmed,2024-04-08,500,Yes,166841.2267340522,41902.559846823286,208243.7865808755
1330,394,Vietnam,2024-01-14,8,Failed,2024-01-28,1000,Yes,284044.55536845897,141618.50200762224,424663.05737608124
1296,297,Maldives,2024-10-11,7,Confirmed,2024-12-19,1000,Yes,434347.85869489535,166511.42785839867,599859.286553294
4824,307,Kerala,2024-07-11,5,Confirmed,2024-07-28,500,Yes,81627.97982915676,34320.65918947504,115448.6390186318
3511,838,Kashmir,2024-01-15,7,Canceled,2024-01-26,0,No,174790.3329549126,32557.62678261086,207347.95973752346
4851,477,Bali,2024-05-27,8,Confirmed,2024-06-10,500,Yes,329228.7205439609,42231.13409020102,370959.8546341619
2472,698,Dubai,2024-04-26,3,Confirmed,2024-05-03,2000,Yes,95105.75965712733,6905.500874198733,100011.26053132606
2307,661,Kashmir,2024-06-11,10,Canceled,2024-08-07,1000,Yes,235972.68166554425,21511.103862096374,256483.78552764063
1981,450,Kashmir,2024-04-27,10,Confirmed,2024-04-28,500,Yes,258362.34580985046,101196.59080230747,359058.93661215797
2863,204,Kerala,2024-06-29,1,Confirmed,2024-07-17,0,No,18427.043247749527,1354.3739273367069,19781.417175086233
2696,825,Kerala,2024-04-27,3,Confirmed,2024-05-08,0,No,52240.714328963106,-1760.4133455809,50480.30098338221
3279,637,Maldives,2024-03-30,9,Confirmed,2024-04-08,2000,Yes,499723.8605974319,150039.23592881332,647763.0965262452
3846,753,Vietnam,2024-08-31,3,Confirmed,2024-09-07,500,Yes,113798.22690198843,46227.5893994759,159525.81630146434
4679,714,Dubai,2024-04-05,4,Confirmed,2024-04-21,1000,Yes,123510.07711554576,9862.365088034878,132372.44220358063
3994,262,Vietnam,2024-06-12,10,Canceled,2024-07-01,2000,Yes,414294.850138485,143073.05840560052,555367.9085440856
3223,922,Kerala,2024-07-28,7,Confirmed,2024-08-18,1000,Yes,118943.22492360364,29345.928254054026,147289.15317765766
3692,737,Bali,2024-05-12,2,Confirmed,2024-07-14,0,No,86349.28305568868,17453.65416169612,103802.9372173848
2992,617,Bali,2024-05-03,8,Confirmed,2024-05-13,1000,Yes,323839.5459586492,53608.49402393368,376448.03998258285
3413,979,Bali,2024-12-12,5,Confirmed,2024-12-23,1000,Yes,192961.11824903786,49375.80112223767,241336.91937127552
3359,404,Kashmir,2024-12-01,2,Confirmed,2024-12-15,500,Yes,54639.30291855546,7959.264398832919,62098.567317388384
3888,977,Himachal Pradesh,2024-02-17,6,Confirmed,2024-02-24,2000,Yes,125503.37881878605,-707.6526836266336,122795.72613515942
3716,246,Kashmir,2024-02-22,2,Failed,2024-03-03,1000,Yes,53143.52049523343,6361.426269639958,58504.94676487339
2267,389,Himachal Pradesh,2024-02-06,7,Confirmed,2024-04-17,0,No,128558.16560215123,53338.25463655543,181896.42023870666
1876,446,Maldives,2024-05-27,2,Confirmed,2024-06-12,2000,Yes,123844.20482216206,-6055.96998750207,115788.23483465999
1856,326,Maldives,2024-10-26,2,Confirmed,2024-11-04,0,No,123692.271936706,445.66040916218697,124137.93234586819
3164,754,Thailand,2024-06-27,7,Confirmed,2024-07-24,500,Yes,247713.12935481235,81776.87484340782,328990.00419822015
3461,414,Bali,2024-05-03,10,Canceled,2024-06-15,2000,Yes,426505.4391531683,80465.79655108352,504971.2357042518
4894,642,Kashmir,2024-12-14,9,Confirmed,2025-03-10,500,Yes,244696.06556555748,4143.807762058804,248339.87332761628
1411,211,Dubai,2024-07-18,3,Canceled,2024-07-25,2000,Yes,85839.69948131703,38534.90445257873,122374.60393389576
1415,612,Bali,2024-06-11,1,Confirmed,2024-06-21,0,No,43276.79498690131,15808.322994922935,59085.117981824245
4973,235,Vietnam,2024-05-06,9,Confirmed,2024-05-17,2000,Yes,337682.08567126817,48995.270087949655,384677.3557592178
1509,615,Maldives,2024-12-13,9,Confirmed,2024-12-26,0,No,555030.6825374885,177039.68774581634,732070.3702833048
1170,583,Himachal Pradesh,2024-02-16,8,Confirmed,2024-03-01,500,Yes,162719.15838379468,74751.31830390777,236970.47668770247
4778,971,Vietnam,2024-10-23,1,Canceled,2024-11-09,0,No,36685.92087441047,2082.304105860392,38768.22498027086
2948,460,Thailand,2024-02-18,4,Confirmed,2024-03-03,0,No,147549.49136891245,35168.71637766408,182718.20774657652
2842,607,Kashmir,2024-08-12,2,Confirmed,2024-10-28,500,Yes,54154.56113975229,12567.865720528425,66222.42686028071
1759,623,Dubai,2024-02-03,8,Confirmed,2024-02-19,1000,Yes,249773.5589859127,16108.533563515251,264882.09254942794
2888,403,Thailand,2024-06-14,5,Failed,2024-06-26,2000,Yes,181376.46150495106,38274.879136872216,217651.34064182328
1137,299,Maldives,2024-10-14,8,Confirmed,2024-11-03,500,Yes,478345.6319083854,147548.10269298108,625393.7346013665
1076,570,Dubai,2024-03-23,10,Failed,2024-04-12,1000,Yes,283052.14313262736,55690.57959658206,337742.7227292094
2146,888,Kashmir,2024-05-26,8,Confirmed,2024-06-02,2000,Yes,213389.21284537928,30618.05199151389,242007.26483689318
2130,722,Bali,2024-01-10,2,Confirmed,2024-03-09,2000,Yes,84718.95488666165,8819.35859328824,91538.3134799499
1002,504,Himachal Pradesh,2024-06-27,6,Canceled,2024-07-07,1000,Yes,131070.25669377457,33583.89808414003,163654.1547779146
4992,554,Thailand,2024-01-20,4,Confirmed,2024-03-28,1000,Yes,131762.05941458492,51303.1986605022,182065.25807508713
4534,246,Maldives,2024-05-21,1,Failed,2024-07-12,500,Yes,63203.730027614096,13072.790044951584,75776.52007256568
2513,232,Vietnam,2024-07-30,8,Confirmed,2024-08-07,2000,Yes,332054.1705120603,108739.6651814925,438793.8356935528
3973,849,Maldives,2024-09-25,6,Confirmed,2024-09-26,2000,Yes,327451.4751860426,96618.70661303228,422070.18179907487
1675,214,Kashmir,2024-04-29,7,Confirmed,2024-05-20,2000,Yes,159640.18343471957,43770.43758160122,201410.62101632077
1386,775,Bali,2024-02-24,5,Confirmed,2024-03-09,0,No,201381.89179230478,15543.481885473873,216925.37367777867
1176,407,Vietnam,2024-05-15,5,Confirmed,2024-05-27,500,Yes,173135.42894820028,85009.50154529014,257644.93049349042
4187,547,Himachal Pradesh,2024-07-15,5,Confirmed,2024-09-01,1000,Yes,93983.93022967117,28633.39161534872,121617.32184501989
2169,456,Kerala,2024-10-29,4,Confirmed,2025-01-27,500,Yes,74165.79190294235,14816.941102599942,88482.7330055423
3388,305,Dubai,2024-06-30,4,Confirmed,2024-07-17,0,No,113673.93018755988,51725.83125167211,165399.76143923198
2485,739,Thailand,2024-12-21,6,Confirmed,2025-01-04,500,Yes,211995.26436748102,59714.61504724611,271209.87941472715
1908,586,Bali,2024-02-12,2,Confirmed,2024-03-08,1000,Yes,73107.55576014846,5057.629193594719,77165.18495374318
3215,856,Thailand,2024-04-12,5,Failed,2024-04-24,500,Yes,182737.10678445577,8238.71844458743,190475.8252290432
4153,458,Vietnam,2024-12-28,1,Confirmed,2025-02-05,500,Yes,37378.820344334534,1040.7463684178806,37919.566712752414
3524,771,Kerala,2024-05-18,7,Failed,2024-06-14,1000,Yes,135628.51816583393,9073.279645337281,143701.79781117121
3075,705,Maldives,2024-01-06,10,Confirmed,2024-01-12,1000,Yes,583741.7571251518,211632.83829202145,794374.5954171732
1864,577,Dubai,2024-11-16,6,Confirmed,2025-01-26,500,Yes,196739.67450749548,60463.63459146163,256703.3090989571
2859,914,Maldives,2024-07-23,5,Failed,2024-08-11,500,Yes,315464.6681005883,17016.33441672554,331981.0025173139
3024,231,Kashmir,2024-03-14,3,Confirmed,2024-03-25,2000,Yes,78651.58856770447,24069.83598534672,100721.42455305118
3684,542,Bali,2024-01-20,8,Confirmed,2024-02-05,1000,Yes,317431.45382072014,148181.80037418363,464613.25419490377
3911,673,Kerala,2024-03-11,4,Confirmed,2024-03-23,1000,Yes,72625.59753443963,27233.45275951443,98859.05029395406
2687,732,Maldives,2024-04-21,3,Confirmed,2024-05-10,2000,Yes,185218.11865273144,91959.45632903365,275177.5749817651
2231,437,Kerala,2024-07-15,10,Canceled,2024-07-23,2000,Yes,180331.04605240686,36979.699330991716,215310.74538339858
3096,240,Kashmir,2024-07-31,9,Confirmed,2024-08-21,500,Yes,214855.28094647074,14632.799969656862,228988.0809161276
4890,995,Dubai,2024-04-20,9,Confirmed,2024-05-14,0,No,260619.8675246105,125746.31512911976,386366.18265373027
4326,543,Dubai,2024-05-19,2,Confirmed,2024-05-27,0,No,56612.19461384401,17861.372722828917,74473.56733667293
4629,458,Kashmir,2024-08-30,10,Confirmed,2024-09-19,2000,Yes,233796.76847866445,63793.31607135678,295590.0845500212
2575,419,Dubai,2024-05-30,4,Failed,2024-06-24,500,Yes,124849.49027050658,43044.37414458017,167393.86441508675
3792,831,Himachal Pradesh,2024-12-11,1,Confirmed,2024-12-26,0,No,19915.285246959185,6059.824435933733,25975.10968289292
4298,899,Kashmir,2024-08-15,10,Confirmed,2024-09-05,1000,Yes,253147.17598560965,78913.97927452529,331061.15526013495
4335,549,Maldives,2024-04-03,8,Confirmed,2024-05-28,500,Yes,432631.8487518694,118310.46114248538,550442.3098943548
2451,207,Kashmir,2024-11-14,6,Failed,2025-01-04,500,Yes,164000.0085063433,8390.509969787361,171890.51847613064
3279,234,Maldives,2024-10-10,3,Confirmed,2024-10-30,0,No,190267.5282571885,76519.82408273414,266787.3523399226
1498,686,Kerala,2024-01-12,5,Confirmed,2024-01-29,0,No,88794.71047807229,38227.24185960452,127021.9523376768
2406,612,Dubai,2024-02-08,7,Confirmed,2024-02-29,2000,Yes,190035.27013931298,54324.99407971395,242360.26421902693
2886,213,Thailand,2024-05-13,3,Failed,2024-05-30,1000,Yes,98129.60928616468,7131.575499983705,104261.18478614838
3745,461,Vietnam,2024-11-29,5,Confirmed,2025-01-09,2000,Yes,178798.76926098717,42317.67383251371,219116.4430935009
1778,476,Thailand,2024-10-10,3,Confirmed,2025-01-04,2000,Yes,102967.54233793897,44846.58289955395,145814.1252374929
2870,543,Vietnam,2024-04-29,4,Confirmed,2024-05-23,2000,Yes,137518.69088945963,11228.023649951127,146746.71453941075
3117,953,Bali,2024-02-04,1,Failed,2024-04-07,1000,Yes,36801.67138777616,11123.821999224467,46925.49338700062
2682,328,Thailand,2024-12-06,6,Confirmed,2025-01-01,1000,Yes,214647.3230038174,32753.920596668722,246401.24360048614
1045,437,Kerala,2024-11-20,6,Canceled,2024-11-27,500,Yes,117804.723984166,-270.0141866346826,117034.70979753132
3010,370,Thailand,2024-01-22,2,Confirmed,2024-02-10,2000,Yes,66802.852906655,20315.638349098994,85118.491255754
3023,538,Himachal Pradesh,2024-07-22,7,Canceled,2024-07-24,1000,Yes,131686.77758899308,20094.390866473404,150781.16845546648
1810,740,Maldives,2024-03-22,10,Confirmed,2024-04-01,1000,Yes,638720.8930403626,58213.58577033028,695934.4788106929
1104,816,Dubai,2024-07-24,9,Canceled,2024-08-13,1000,Yes,296330.9805244852,-13091.435730681476,282239.5447938037
4270,725,Kerala,2024-05-25,4,Confirmed,2024-06-14,1000,Yes,76367.09885391206,14443.043938447496,89810.14279235955
2477,535,Kashmir,2024-02-10,9,Confirmed,2024-02-28,2000,Yes,224763.16160196727,40892.825657226465,263655.98725919373
